plant,nom d'équipement,ID Technique,Process,nom master data,emplacement ,Immo Number,numéro de série,"année 
(plaque signalitique)",commersialisation d'équipement ,commersialisation PDR ,age ,D(degradabilite ,HP ( heure de production ),HP coef,P pdr ( piece de rechange),"MT (deux facteur mttr et mtbf ) mttr : main time to repair , mtbf : main time between failure",T (technologie ,"Aging 
Result","Equipment
Staus",Physical status
LTN3A,GTI (Divmac),ET00001538,Test Table,Divmac--Test Table,assembly/testing,4145220235,216390,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN3A,GTI (Divmac),ET00001538,Test Table,Divmac--Test Table,assembly/testing,4141220102,215588,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
LTN3A,GTI (Divmac),ET00001538,Test Table,Divmac--Test Table,assembly/testing,,220564,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN3A,GTI (Divmac),ET00001538,Test Table,Divmac--Test Table,assembly/testing,2145220303,216956,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN3A,TSK TT,ET00001604,Test Table,TSK--Test Table,assembly/testing,2145230503,403112-3090-02,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,robot insertion joint (stone shield),ET00001461,Plug Insertion device,Stoneshield--RPM Robotic Punching Machine,assembly/testing,,,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,Chaine de montage E-Q  (messi) ,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144221104,25,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220608,39,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220603,41,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145180807,40,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145160204,45,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220301,32,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220504,34,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,4145130417,401664-007,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,4145190322,329868-2019-1057,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145160306,4145160306,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,2145180242,2145180242,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,4145150303,T281,2015,OUI,OUI,10,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,Chaine de montage E-Q Line N°03,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,414422101,414422101,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Chaine de montage E-Q Line N°02,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144221102,4144221102,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Chaine de montage E-Q  (messi) ,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144221102,22,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Chaine de montage E-Q Line (messi),ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4141221103,24,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Chaine de montage E-Q Line (messi),ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144220401,4144220401,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,4145150403,T280,2015,OUI,OUI,10,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,machine schaum,ET00000548,Foaming Machine,Isotherm--PSM90 Foaming Machine,assembly/testing,2180110201,1403,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220801,47,,OUI,OUI,2025,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,chaine de montage porsche,ET00000367,Assembly Line Standard,Ductimetal--Assembly Line Classic,assembly/testing,8144200302,5,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,chaine de montage bentley,ET00000367,Assembly Line Standard,Ductimetal--Assembly Line Classic,assembly/testing,4144190901,2,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220302,4145220302,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220607,4145220607,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,8145191103,8145191103,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220604,4145220604,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220605,4145220605,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145160305,4145160305,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220905,4145220905,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,4145220904,4145220904,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,BAK,ET00001636,Test Table,Emdep--Clip Test Bench,assembly/testing,414230319,414230319,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,TSK TS1500,ET00001604,Test Table,TSK--Test Table,assembly/testing,4145211213,401664-3090-91,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,evo 500 ts,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220508,784,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,schunk minic 2,ET00001233,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,2110110404,7393-2,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen
LTN1,meclabi stcs VM,ET00001353,Shrinking Machine Processor,Mecalbi--STCS-VMir,vkf,4200171001,182,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
LTN1,KOMAX MIRA 440,#N/A,Stripping Machine,Komax--Mira 340,vkf,,404,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,DELTA 240,ET00001074,Stripping Machine,Komax--Delta 60,vkf,414230801,175,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Séchoir ,ET00002845,Shrinking Machine Processor,Raychem--RBK-X1C Heat Shrink Machine,vkf,740331-000,04j2720,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001346,Shrinking Machine Processor,Mecalbi--STCS-RCM,vkf,4200180101,24211-00-344,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200161103,784,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,420022021,784,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211206,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,423510302,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200171001,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200160402,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,420022507,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211207,784,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,Excellent
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200180103,784,2017,OUI,OUI,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
LTN1,Séchoir ,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200161104,784,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,Bon
LTN1,Presse de sertissage ,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142120606,4573,2012,OUI,OUI,13,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,Presse de sertissage ,ET00001072,Crimping Press Wire < 6mm2,Komax--BT-752,vkf,41412221105,754,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Presse de sertissage ,ET00001072,Crimping Press Wire < 6mm2,Komax--BT-752,vkf,4142221104,752,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Presse de sertissage ,ET00002547,Crimping Press Cable > 6mm2,Mecal--P250I Crimping Machine,vkf,2142010204,22259,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Presse de sertissage ,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142090205,4097,2009,OUI,OUI,16,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,Presse de sertissage Schleuniger B16E,ET00001189,Crimping Press Cable > 6mm2,Schleuniger--CT 42,vkf,3141090301,90002,2009,OUI,OUI,16,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,Presse de sertissage ,ET00002547,Crimping Press Cable > 6mm2,Mecal--P250I Crimping Machine,vkf,,6412,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,ML35-0032,2022,OUI,OUI,3,0,5883,1,1,0,0,0.3,Bon,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,ML35-0033,2022,OUI,OUI,3,0,5883,1,1,0,0,0.3,Bon,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,ML35-0030,2022,OUI,OUI,3,0,5883,1,1,0,0,0.3,Bon,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,ML35-0034,2022,OUI,OUI,3,0,5883,1,1,0,0,0.3,Bon,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,4141221270,ML35-0031,2022,OUI,OUI,3,0,5883,1,1,0,0,0.3,Bon,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,15155004-0019,2017,OUI,OUI,8,0.4,5883,1,1,0,0,0.54,Moyen,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,151138008,2013,OUI,OUI,12,0.4,5883,1,1,0,0,0.54,Moyen,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,4149180801,47,2018,OUI,OUI,7,0.4,5883,1,1,0,0,0.54,Moyen,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,151138012,2013,OUI,OUI,12,0.4,5883,1,1,0,0,0.54,Moyen,
LTN1,Labo mobile,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,cutting,,151138007,2013,OUI,OUI,12,0.4,5883,1,1,0,0,0.54,Moyen,
LTN1,KOMAX iota ,ET00000221,Cutting Machine Universal,Komax--IOTA 330,coupe ,4141170805,13122,2017,OUI,OUI,8,0.4,5883,1,1,0,0,0.54,Moyen,Moyen
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141221276,1803,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141221275,1734,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,21411041205,1745,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141221103,1748,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141230101,1746,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141221140,1747,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141230103,1737,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger cc 36 sp,ET00000320,Cutting Machine Wire < 6mm2,Schleuniger--CC36 SP,coupe,4141221004,8582,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger cc 36 sp,ET00000320,Cutting Machine Wire < 6mm2,Schleuniger--CC36 SP,coupe,4141220811,20254,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger cc 36 sp,ET00000320,Cutting Machine Wire < 6mm2,Schleuniger--CC36 SP,coupe,4141220810,20253,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger power strip 9580,ET00002186,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9580 Cut & Strip Mach.,coupe,4141221001,9006,2022,OUI,OUI,3,0,5883,1,1,0,1,0.35,Bon,Excellent
LTN1,schleuniger power strip 9580,ET00002186,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9580 Cut & Strip Mach.,coupe,4141221002,9131,2022,OUI,OUI,3,0,5883,1,1,0,1,0.35,Bon,Excellent
LTN1,komax sigma 688 st,ET00000361,Cutting Machine Wire < 6mm2,Komax--Sigma 688 ST,coupe,,6880005,2018,OUI,OUI,7,0.4,5883,1,0,0,0,0.34,Bon,Excellent
LTN1,alpha 488,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141120805,374,2012,NON,OUI,13,0.4,5883,1,0,0,1,0.39,Bon,Bon
LTN1,alpha 488,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141080717,251,2008,NON,OUI,17,0.7,5883,1,0,0,1,0.57,Moyen,Moyen
LTN1,alpha 488,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141110601,324,2011,NON,OUI,14,0.4,5883,1,0,0,1,0.39,Bon,Bon
LTN1,ulmer sm 15,ET00000286,Cutting Machine Tube,Ulmer--SM 15/2P,coupe,41412231003,254103,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1, Schleuniger--OC 3950 (coupe schlauch),ET00000267,Cutting Machine Tube,Schleuniger--OC 3950,coupe,,2005,2015,NON,NON,10,0.4,5883,1,1,0,1,0.59,Moyen,Besoin upgrade
LTN1,gamma 450,ET00002716,Cutting Machine Wire < 6mm2,Komax--Gamma 450,coupe,414120405,107,2022,OUI,OUI,3,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger multistrip 9480,ET00000323,Cutting Machine Cable > 6mm2,Schleuniger--MultiStrip 9480,coupe,4141181005,1326,2018,OUI,OUI,7,0.4,5883,1,0,0,0,0.34,Bon,Bon
LTN1,alpha 530,ET00000210,Cutting Machine Wire < 6mm2,Komax--Alpha 530,coupe,414180509,13,2016,OUI,OUI,9,0.4,5883,1,0,0,0,0.34,Bon,Bon
LTN1,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,,1723,2017,OUI,NON,8,0.4,5883,1,1,0,0,0.54,Moyen,Bon
LTN1,gamma 333 pc,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,2141041205,2262,2004,NON,OUI,21,1,5883,1,0,0,1,0.75,Alarmant,Moyen
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141230102,1884,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,1326,2023,OUI,OUI,2,0,5883,1,0,0,0,0.1,Excellent,
LTN1,hsgm coupe monofil,ET00000183,Cutting Machine Hot,HSGM--HSG-G2S,coupe,,4141230201,2023,OUI,OUI,2,0,5883,1,0,0,0,0.1,Excellent,
LTN1,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141220402,1257,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
LTN1,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,4141120202,866,2016,OUI,NON,9,0.4,5883,1,1,0,0,0.54,Moyen,Moyen
LTN1,kabatec e19 p,ET00001063,Taping Machine,Kabatec--KTB 19 E Electric Bundling Machine,vkf,4143220401,1034,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,bt 188 ,ET00001420,Twisting Machine,Komax--BT-188,vkf,2280040101,15,2004,OUI,OUI,21,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,bt 188 ,ET00001420,Twisting Machine,Komax--BT-188,vkf,5280040401,134,2004,OUI,OUI,21,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280160201,400,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,8280180801,554,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280130501,217,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,5280120401,132,2012,OUI,OUI,13,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,,404,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280151201,388,2015,OUI,OUI,10,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280130502,218,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,1280130503,219,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280160202,401,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,bt 188 t ,ET00001431,Twisting Machine,Komax--BT-188T,vkf,4280180101,515,2016,OUI,OUI,9,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130703,93317A-1,2013,NON,NON,12,0.4,3920,0.75,1,0,1,0.565,Moyen,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130703,93317A-2,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130704,93317A-3,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130702,93317B-4,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130701,93317B-1,2013,NON,NON,12,0.4,3920,0.75,1,0,1,0.565,Moyen,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130701,93317B-2,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130702,93317B-3,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130706,93317C-1,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130706,93317C-2,2013,NON,NON,12,0.4,3920,0.75,1,0,1,0.565,Moyen,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130705,93317C-3,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,dtm twister,ET00001433,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130705,93317C-4,2013,OUI,OUI,12,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142040204,4096,2009,OUI,OUI,16,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142050304,388,2005,OUI,OUI,20,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,schafer eps 6000,ET00001179,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142221002,10103,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,schafer eps 6000,ET00001179,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142202304,115,1999,OUI,OUI,26,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,schleuniger press,ET00001199,Crimping Press Wire < 6mm2,Schleuniger--Pneumatic Press Machine SCP 2.5,vkf,414280101,14,2018,,,7,0.4,3920,0.75,1,0,1,0.565,Moyen,
LTN1,komax bt 752,ET00001072,Crimping Press Wire < 6mm2,Komax--BT-752,vkf,4142221103,753,2022,NON,OUI,3,0,3920,0.75,0,0,1,0.125,Excellent,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142101001,4273,2010,OUI,OUI,15,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,komax bt 722,ET00001068,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,4142221102,1681,2020,NON,OUI,5,0,3920,0.75,0,0,1,0.125,Excellent,
LTN1,schafer eps 10000,ET00001167,Crimping Press Cable > 6mm2,Schaefer--EPS 10000,vkf,2142120808,238,2012,OUI,OUI,13,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142081201,3861,2007,OUI,OUI,18,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142220403,10807,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,komax mira 340,#N/A,Stripping Machine,Komax--Mira 340,vkf,,404,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,komax mira 340,#N/A,Stripping Machine,Komax--Mira 340,vkf,,838,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142050303,387,2005,OUI,OUI,20,0.7,3920,0.75,0,0,0,0.495,Moyen,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142110501,4351,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142110605,4344,2011,OUI,OUI,14,0.4,3920,0.75,0,0,0,0.315,Bon,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,,10294,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
LTN1,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,414208120,3322,2004,OUI,OUI,21,1,3920,0.75,0,0,0,0.675,Alarmant,
LTN1,komax bt 722,ET00001068,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,4142220401,1585,2022,NON,OUI,3,0,3920,0.75,0,0,1,0.125,Excellent,
